timeold	time	operator	flow (L/s) 	raw (NTU)	sed (NTU)	filter1 (NTU)	filter2 (NTU)	filter (NTU)	Cuagulante	coag (mg/L)	Cloro	Cl (mg/L)	backwash1	backwash2	Observaciones	
2/9/2019 12:00	43505.50	Leonel Herrera	2.8	2.98	0.63	0.12	0.09	0.105	111.11	7.93	5.67	0.87				
2/9/2019 13:00	43505.54	Leonel Herrera	2.8	3.17	0.69	0.11	0.1	0.105	111.11	7.93	5.67	0.87				
2/9/2019 14:00	43505.58	Leonel Herrera	2.8	3.04	0.97	0.1	0.07	0.085	111.11	7.93	5.67	0.87	R.L			
2/9/2019 15:00	43505.63	Leonel Herrera	2.8	2.73	0.92	0.08	0.07	0.075	111.11	7.27	5.67	0.94				
2/9/2019 16:00	43505.67	Leonel Herrera	2.8	2.79	0.77	0.1	0.06	0.08	111.11	7.27	5.67	0.94			SE HIZO CLORO	
2/9/2019 17:00	43505.71	Leonel Herrera	2.8	2.7	0.5	0.06	0.09	0.075	111.11	7.27	5.67	0.94				
2/9/2019 18:00	43505.75	Leonel Herrera	2.8	2.42	0.51	0.06	0.05	0.055	111.11	7.27	5.67	0.94				
2/9/2019 19:00	43505.79	Leonel Herrera	2.8	2.5	0.52	0.1	0.09	0.095	111.11	7.27	5.67	0.67				
2/9/2019 20:00	43505.83	Leonel Herrera	2.8	2.71	0.58	0.08	0.1	0.09	111.11	7.27	5.67	0.67				
2/9/2019 21:00	43505.88	Leonel Herrera	2.8	2.59	0.66	0.09	0.08	0.085	111.11	7.27	5.67	0.67				
2/9/2019 22:00	43505.92	Leonel Herrera	2.8	2.96	0.82	0.07	0.11	0.09	111.11	7.27	5.67	0.67				
2/9/2019 23:00	43505.96	Leonel Herrera	2.8	2.19	0.74	0.09	0.07	0.08	111.11	7.27	5.67	0.67				
2/11/2019 1:00	43507.04	Leonel Herrera	2.8	3.2	0.36	0.09	0.09	0.09	111.11	7.27	5.67	0.67				
2/11/2019 2:00	43507.08	Leonel Herrera	2.8	3.43	0.56	0.1	0.11	0.105	111.11	7.27	5.67	0.67				
2/11/2019 3:00	43507.13	Leonel Herrera	2.8	2.3	0.49	0.05	0.07	0.06	111.11	7.27	5.67	0.67				
2/11/2019 4:00	43507.17	Leonel Herrera	2.8	2.54	0.44	0.13	0.09	0.11	111.11	7.27	5.67	0.67				
2/11/2019 5:00	43507.21	Leonel Herrera	2.8	2.18	0.49	0.11	0.11	0.11	111.11	7.27	5.67	0.67				
2/11/2019 6:00	43507.25	Leonel Herrera	2.8	2.23	0.35	0.08	0.06	0.07	111.11	7.93	5.67	0.67				
2/11/2019 7:00	43507.29	Giobani Perez	2.8	2.57	0.58	0.12	0.07	0.095	111.11	7.93	5.67	0.67				
2/11/2019 8:00	43507.33	Giobani Perez	2.8	3.05	0.76	0.08	0.08	0.08	111.11	7.93	5.67	0.75				
2/11/2019 9:00	43507.38	Giobani Perez	2.8	4.92	0.48	0.07	0.07	0.07	111.11	7.93	5.67	0.81		RL		
2/11/2019 10:00	43507.42	Giobani Perez	2.8	4.03	0.4	0.11	0.08	0.095	111.11	7.93	5.67	0.81				
2/11/2019 11:00	43507.46	Giobani Perez	2.8	4.14	0.44	0.07	0.09	0.08	111.11	7.93	5.67	0.87				
2/11/2019 12:00	43507.50	Giobani Perez	2.8	4.93	0.73	0.08	0.08	0.08	111.11	7.93	5.67	0.87				
2/11/2019 13:00	43507.54	Giobani Perez	2.8	3.94	0.67	0.08	0.06	0.07	111.11	7.93	5.67	0.81				
2/11/2019 14:00	43507.58	Giobani Perez	2.8	3.85	0.55	0.09	0.08	0.085	111.11	7.93	5.67	0.81				
2/11/2019 15:00	43507.63	Giobani Perez	2.8	3.85	0.53	0.08	0.08	0.08	111.11	7.93	5.67	0.81				
2/11/2019 16:00	43507.67	Giobani Perez	2.8	4.13	0.45	0.09	0.1	0.095	111.11	7.93	5.67	0.81				
2/11/2019 17:00	43507.71	Giobani Perez	2.8	3.82	0.35	0.05	0.05	0.05	111.11	7.93	5.67	0.81				
2/11/2019 18:00	43507.75	Giobani Perez	2.8	3.87	0.52	0.06	0.09	0.075	111.11	7.93	5.67	0.75				
2/11/2019 19:00	43507.79	Giobani Perez	2.8	3.93	0.41	0.06	0.08	0.07	111.11	7.93	5.67	0.75				
2/11/2019 20:00	43507.83	Giobani Perez	2.8	3.62	0.35	0.08	0.07	0.075	111.11	7.93	5.67	0.67				
2/11/2019 21:00	43507.88	Giobani Perez	2.8	3.63	0.3	0.08	0.08	0.08	111.11	7.93	5.67	0.67				
2/11/2019 22:00	43507.92	Giobani Perez	2.8	3.88	0.33	0.08	0.13	0.105	111.11	7.93	5.67	0.67				
2/11/2019 23:00	43507.96	Giobani Perez	2.8	3.9	0.35	0.06	0.05	0.055	111.11	7.93	5.67	0.67				
2/13/2019 0:00	43509.00	Giobani Perez	2.8	3.44	0.53	0.05	0.07	0.06	111.11	7.93	5.67	0.67				
2/12/2019 1:00	43508.04	Giobani Perez	2.8	3.61	0.4	0.06	0.05	0.055	111.11	7.93	5.67	0.67				
2/12/2019 2:00	43508.08	Giobani Perez	2.8	3.34	0.33	0.06	0.05	0.055	111.11	7.93	5.67	0.67				
2/12/2019 3:00	43508.13	Giobani Perez	2.8	4.45	0.29	0.06	0.05	0.055	111.11	7.93	5.67	0.67				
2/12/2019 4:00	43508.17	Giobani Perez	2.8	3.69	1	0.06	0.06	0.06	111.11	7.93	5.67	0.67				
2/12/2019 5:00	43508.21	Giobani Perez	2.8	3.93	0.76	0.07	0.05	0.06	111.11	7.93	5.67	0.67				
2/12/2019 6:00	43508.25	Giobani Perez	2.8	2.13	0.87	0.05	0.05	0.05	111.11	7.93	5.67	0.74				
2/12/2019 7:00	43508.29	Sergio Torrez	2.8	2.27	0.57	0.09	0.07	0.08	111.11	9.25	5.67	0.74				
2/12/2019 8:00	43508.33	Sergio Torrez	2.8	2.42	0.53	0.12	0.07	0.095	111.11	7.93	5.67	0.74				
2/12/2019 9:00	43508.38	Sergio Torrez	2.8	2.49	0.53	0.08	0.09	0.085	111.11	7.93	5.67	0.74				
2/12/2019 10:00	43508.42	Sergio Torrez	2.8	2.52	0.53	0.09	0.08	0.085	111.11	7.93	5.67	0.77	RL			
2/12/2019 11:00	43508.46	Sergio Torrez	2.8	2.87	0.53	0.08	0.07	0.075	111.11	7.93	5.67	0.77				
2/12/2019 12:00	43508.50	Sergio Torrez	2.8	2.47	0.49	0.09	0.08	0.085	111.11	7.93	5.67	0.81				
2/12/2019 13:00	43508.54	Sergio Torrez	2.8	2.31	0.56	0.09	0.08	0.085	111.11	7.93	5.67	0.81				
2/12/2019 14:00	43508.58	Sergio Torrez	2.8	2.19	0.47	0.1	0.07	0.085	111.11	7.93	5.67	0.81				
2/12/2019 15:00	43508.63	Sergio Torrez	2.8	2.33	0.51	0.1	0.08	0.09	111.11	7.93	5.67	0.81				
2/12/2019 16:00	43508.67	Sergio Torrez	2.8	2.35	0.52	0.09	0.08	0.085	111.11	7.93	5.67	0.81				
2/12/2019 17:00	43508.71	Sergio Torrez	2.8	2.63	0.56	0.07	0.07	0.07	111.11	7.93	5.67	0.81				
2/12/2019 18:00	43508.75	Sergio Torrez	2.8	2.8	0.5	0.07	0.06	0.065	111.11	7.93	5.67	0.77				
2/12/2019 19:00	43508.79	Sergio Torrez	2.8	2.15	0.42	0.06	0.08	0.07	111.11	7.93	5.67	0.77				
2/12/2019 20:00	43508.83	Sergio Torrez	2.8	2.65	0.48	0.08	0.06	0.07	111.11	7.93	5.67	0.77				
2/12/2019 21:00	43508.88	Sergio Torrez	2.8	2.36	0.51	0.07	0.06	0.065	111.11	7.93	5.67	0.77				
2/12/2019 22:00	43508.92	Sergio Torrez	2.8	2.6	0.47	0.06	0.07	0.065	111.11	7.93	5.67	0.77				
2/12/2019 23:00	43508.96	Sergio Torrez	2.8	2.53	0.55	0.07	0.08	0.075	111.11	7.93	5.67	0.77				
1/25/2019 1:00	43490.04	Sergio Torrez	2.8	2.55	0.43	0.1	0.1	0.1	111.11	7.93	5.67	0.77				
1/25/2019 2:00	43490.08	Sergio Torrez	2.8	3.44	0.45	0.07	0.06	0.065	111.11	7.93	5.67	0.77				
1/25/2019 3:00	43490.13	Sergio Torrez	2.8	2.01	0.47	0.07	0.07	0.07	111.11	7.93	5.67	0.77				
1/25/2019 4:00	43490.17	Sergio Torrez	2.8	2.58	0.48	0.08	0.06	0.07	111.11	7.93	5.67	0.81				
1/25/2019 5:00	43490.21	Sergio Torrez	2.8	2.21	0.41	0.08	0.07	0.075	111.11	7.93	5.67	0.81				
1/25/2019 6:00	43490.25	Sergio Torrez	2.8	1.59	0.37	0.07	0.06	0.065	111.11	7.93	5.67	0.81				
1/25/2019 7:00	43490.29	Leonel Herrera	2.8	1.95	0.79	0.07	0.1	0.085	111.11	7.27	5.67	0.87				
1/25/2019 8:00	43490.33	Leonel Herrera	2.8	2.57	0.87	0.15	0.1	0.125	111.11	7.27	5.67	0.87				
1/25/2019 9:00	43490.38	Leonel Herrera	2.8	2.48	0.49	0.23	0.1	0.165	111.11	7.27	5.67	0.87				
1/25/2019 10:00	43490.42	Leonel Herrera	2.8	2.51	0.84	0.07	0.19	0.13	111.11	7.27	5.67	0.94				
1/25/2019 11:00	43490.46	Leonel Herrera	2.8	2.63	0.53	0.07	0.08	0.075	111.11	7.27	5.67	0.94				
1/25/2019 12:00	43490.50	Leonel Herrera	2.8	2.18	0.76	0.13	0.02	0.075	111.11	7.93	5.67	0.94				
1/25/2019 13:00	43490.54	Leonel Herrera	2.8	2.57	0.69	0.08	0.06	0.07	111.11	7.93	5.67	0.94				
1/25/2019 14:00	43490.58	Leonel Herrera	2.8	2.64	0.53	0.1	0.13	0.115	111.11	7.93	5.67	0.94				
1/25/2019 15:00	43490.63	Leonel Herrera	2.8	2.59	0.87	0.09	0.1	0.095	111.11	7.27	5.67	0.94	RL			
1/25/2019 16:00	43490.67	Leonel Herrera	2.8	2.22	0.42	0.04	0.07	0.055	111.11	7.27	5.67	0.94				
1/25/2019 17:00	43490.71	Leonel Herrera	2.8	2.22	0.44	0.04	0.05	0.045	111.11	7.27	5.67	1.01				
1/25/2019 18:00	43490.75	Leonel Herrera	2.8	3.44	0.41	0.05	0.08	0.065	111.11	7.27	5.67	0.87				
1/25/2019 19:00	43490.79	Leonel Herrera	2.8	2.72	0.36	0.05	0.06	0.055	111.11	7.27	5.67	0.87				
1/25/2019 20:00	43490.83	Leonel Herrera	2.8	2.47	0.36	0.07	0.06	0.065	111.11	7.27	5.67	0.87				
1/25/2019 21:00	43490.88	Leonel Herrera	2.8	2.38	0.43	0.06	0.07	0.065	111.11	7.27	5.67	0.87				
1/25/2019 22:00	43490.92	Leonel Herrera	2.8	2.26	0.49	0.06	0.11	0.085	111.11	7.27	5.67	0.67				
1/25/2019 23:00	43490.96	Leonel Herrera	2.8	2.28	0.44	0.07	0.18	0.125	111.11	7.27	5.67	0.67				
1/27/2019 1:00	43492.04	Leonel Herrera	2.8	2.7	0.34	0.2	0.08	0.14	111.11	7.27	5.67	0.67				
1/27/2019 2:00	43492.08	Leonel Herrera	2.8	3.44	0.37	0.09	0.07	0.08	111.11	7.27	5.67	0.67				
1/27/2019 3:00	43492.13	Leonel Herrera	2.8	3.72	0.43	0.07	0.06	0.065	111.11	7.27	5.67	0.67				
1/27/2019 4:00	43492.17	Leonel Herrera	2.8	3.99	0.59	0.14	0.08	0.11	111.11	7.27	5.67	0.67				
1/27/2019 5:00	43492.21	Leonel Herrera	2.8	3.8	0.49	0.11	0.12	0.115	111.11	7.27	5.67	0.67				
1/27/2019 6:00	43492.25	Leonel Herrera	2.8	4.3	0.61	0.14	0.11	0.125	111.11	7.27	5.67	0.67				
1/27/2019 7:00	43492.29	Giobani Perez	2.8	4.43	0.63	0.09	0.07	0.08	111.11	7.27	5.67	0.67				
1/27/2019 8:00	43492.33	Giobani Perez	2.8	5.61	0.75	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
1/27/2019 9:00	43492.38	Giobani Perez	2.8	5.15	0.63	0.1	0.07	0.085	111.11	7.27	5.67	0.67				
1/27/2019 10:00	43492.42	Giobani Perez	2.8	5.31	0.53	0.06	0.06	0.06	111.11	7.27	5.67	0.77				
1/27/2019 11:00	43492.46	Giobani Perez	2.8	5.43	0.64	0.06	0.06	0.06	111.11	7.27	5.67	0.84				
1/27/2019 12:00	43492.50	Giobani Perez	2.8	6.01	0.68	0.05	0.04	0.045	111.11	7.27	5.67	0.84				
1/27/2019 13:00	43492.54	Giobani Perez	2.8	4.39	0.54	0.06	0.06	0.06	111.11	7.27	5.67	0.84				
1/27/2019 14:00	43492.58	Giobani Perez	2.8	5.08	0.66	0.08	0.09	0.085	111.11	7.27	5.67	0.84				
1/27/2019 15:00	43492.63	Giobani Perez	2.8	5.21	0.64	0.08	0.08	0.08	111.11	7.27	5.67	0.84				
1/27/2019 16:00	43492.67	Giobani Perez	2.8	4.76	0.71	0.07	0.09	0.08	111.11	7.27	5.67	0.84				
1/27/2019 17:00	43492.71	Giobani Perez	2.8	4.81	0.7	0.04	0.05	0.045	111.11	7.27	5.67	0.75				
1/27/2019 18:00	43492.75	Giobani Perez	2.8	4.15	0.58	0.06	0.06	0.06	111.11	7.27	5.67	0.74				
1/27/2019 19:00	43492.79	Giobani Perez	2.8	3.93	0.46	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
1/27/2019 20:00	43492.83	Giobani Perez	2.8	4.12	0.42	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
1/27/2019 21:00	43492.88	Giobani Perez	2.8	3.58	0.43	0.07	0.06	0.065	111.11	7.27	5.67	0.67				
1/27/2019 22:00	43492.92	Giobani Perez	2.8	3.4	0.41	0.06	0.07	0.065	111.11	7.27	5.67	0.67				
1/27/2019 23:00	43492.96	Giobani Perez	2.8	3.21	0.41	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
1/28/2019 0:00	43493.00	Giobani Perez	2.8	3.46	0.3	0.05	0.06	0.055	111.11	7.27	5.67	0.67				
1/28/2019 1:00	43493.04	Giobani Perez	2.8	2.68	0.29	0.06	0.08	0.07	111.11	7.27	5.67	0.67				
1/28/2019 2:00	43493.08	Giobani Perez	2.8	3.21	0.32	0.06	0.07	0.065	111.11	7.27	5.67	0.67				
1/28/2019 3:00	43493.13	Giobani Perez	2.8	3.21	0.34	0.07	0.07	0.07	111.11	7.93	5.67	0.67				
1/28/2019 4:00	43493.17	Giobani Perez	2.8	3.73	1.12	0.06	0.06	0.06	111.11	7.93	5.67	0.67				
1/28/2019 5:00	43493.21	Giobani Perez	2.8	3.5	0.49	0.06	0.05	0.055	111.11	7.93	5.67	0.67				
1/28/2019 6:00	43493.25	Giobani Perez	2.8	2.34	0.86	0.06	0.07	0.065	111.11	7.93	5.67	0.74				
1/28/2019 7:00	43493.29	Sergio Torrez	2.8	2.35	0.49	0.09	0.1	0.095	111.11	7.93	5.67	0.74				
1/28/2019 8:00	43493.33	Sergio Torrez	2.8	1.89	0.45	0.09	0.07	0.08	111.11	7.93	5.67	0.74				
1/28/2019 9:00	43493.38	Sergio Torrez	2.8	2.1	0.45	0.06	0.06	0.06	111.11	7.93	5.67	0.74				
1/28/2019 10:00	43493.42	Sergio Torrez	2.8	2.4	0.45	0.07	0.07	0.07	111.11	7.27	5.67	0.74	RL			
1/28/2019 11:00	43493.46	Sergio Torrez	2.8	2.18	0.47	0.1	0.07	0.085	111.11	7.27	5.67	0.74				
1/28/2019 12:00	43493.50	Sergio Torrez	2.8	2.75	0.6	0.08	0.06	0.07	111.11	7.27	5.67	0.74				
1/28/2019 13:00	43493.54	Sergio Torrez	2.8	2.89	0.7	0.07	0.07	0.07	111.11	7.27	5.67	0.74				
1/28/2019 14:00	43493.58	Sergio Torrez	2.8	2.31	0.76	0.06	0.06	0.06	111.11	7.27	5.67	0.74				
1/28/2019 15:00	43493.63	Sergio Torrez	2.8	2.32	0.49	0.07	0.08	0.075	111.11	7.27	5.67	0.77				
1/28/2019 16:00	43493.67	Sergio Torrez	2.8	2.36	0.74	0.07	0.07	0.07	111.11	7.27	5.67	0.77				
1/28/2019 17:00	43493.71	Sergio Torrez	2.8	2.28	0.43	0.1	0.09	0.095	111.11	7.27	5.67	0.77				
1/28/2019 18:00	43493.75	Sergio Torrez	2.8	2.32	0.49	0.07	0.09	0.08	111.11	7.27	5.67	0.77				
1/28/2019 19:00	43493.79	Sergio Torrez	2.8	2.71	0.46	0.08	0.07	0.075	111.11	7.27	5.67	0.77				
1/28/2019 20:00	43493.83	Sergio Torrez	2.8	2.26	0.5	0.07	0.07	0.07	111.11	7.27	5.67	0.74				
1/28/2019 21:00	43493.88	Sergio Torrez	2.8	2.86	0.46	0.07	0.07	0.07	111.11	7.27	5.67	0.74				
1/28/2019 22:00	43493.92	Sergio Torrez	2.8	1.94	0.48	0.08	0.07	0.075	111.11	7.27	5.67	0.74				
1/28/2019 23:00	43493.96	Sergio Torrez	2.8	1.89	0.47	0.08	0.08	0.08	111.11	7.27	5.67	0.74				
1/31/2019 1:00	43496.04	Sergio Torrez	2.8	2.76	0.41	0.14	0.16	0.15	111.11	7.27	5.67	0.74				
1/31/2019 2:00	43496.08	Sergio Torrez	2.8	1.98	0.39	0.05	0.08	0.065	111.11	7.27	5.67	0.74				
1/31/2019 3:00	43496.13	Sergio Torrez	2.8	2.05	0.49	0.06	0.06	0.06	111.11	7.27	5.67	0.74				
1/31/2019 4:00	43496.17	Sergio Torrez	2.8	2.08	0.41	0.07	0.07	0.07	111.11	7.27	5.67	0.77				
1/31/2019 5:00	43496.21	Sergio Torrez	2.8	2.1	0.55	0.07	0.07	0.07	111.11	7.27	5.67	0.77				
1/31/2019 6:00	43496.25	Sergio Torrez	2.8	2.27	0.45	0.07	0.07	0.07	111.11	7.27	5.67	0.77				
1/31/2019 7:00	43496.29	Leonel Herrera	2.8	2.07	0.48	0.15	0.12	0.135	111.11	7.27	5.67	0.81				
1/31/2019 8:00	43496.33	Leonel Herrera	2.8	2.27	0.48	0.05	0.06	0.055	111.11	7.27	5.67	0.81				
1/31/2019 9:00	43496.38	Leonel Herrera	2.8	2.46	0.53	0.06	0.07	0.065	111.11	7.27	5.67	0.81				
1/31/2019 10:00	43496.42	Leonel Herrera	2.8	2.21	0.44	0.11	0.08	0.095	111.11	7.27	5.67	0.81		RL		
1/31/2019 11:00	43496.46	Leonel Herrera	2.8	2.48	0.45	0.15	0.07	0.11	111.11	7.27	5.67	0.81				
1/31/2019 12:00	43496.50	Leonel Herrera	2.8	2.57	0.45	0.06	0.06	0.06	111.11	7.93	5.67	1.01				
1/31/2019 13:00	43496.54	Leonel Herrera	2.8	2.4	0.58	0.07	0.1	0.085	111.11	7.93	5.67	0.81				
1/31/2019 14:00	43496.58	Leonel Herrera	2.8	2.48	0.69	0.05	0.08	0.065	111.11	7.27	5.67	0.74				
1/31/2019 15:00	43496.63	Leonel Herrera	2.8	2.19	0.8	0.09	0.06	0.075	111.11	7.27	5.67	0.74				
1/31/2019 16:00	43496.67	Leonel Herrera	2.8	2.21	0.7	0.09	0.08	0.085	111.11	7.27	5.67	0.74				
1/31/2019 17:00	43496.71	Leonel Herrera	2.8	2.58	0.68	0.07	0.17	0.12	111.11	7.27	5.67	0.74				
1/31/2019 18:00	43496.75	Leonel Herrera	2.8	2.41	0.58	0.06	0.06	0.06	111.11	7.27	5.67	0.67				
1/31/2019 19:00	43496.79	Leonel Herrera	2.8	2.52	0.34	0.06	0.07	0.065	111.11	7.27	5.67	0.67				
1/31/2019 20:00	43496.83	Leonel Herrera	2.8	2.3	0.56	0.05	0.08	0.065	111.11	7.27	5.67	0.67				
1/31/2019 21:00	43496.88	Leonel Herrera	2.8	2.17	0.48	0.06	0.05	0.055	111.11	7.27	5.67	0.67				
1/31/2019 22:00	43496.92	Leonel Herrera	2.8	2.44	0.47	0.05	0.1	0.075	111.11	7.27	5.67	0.67				
1/31/2019 23:00	43496.96	Leonel Herrera	2.8	2.11	0.37	0.07	0.09	0.08	111.11	7.27	5.67	0.67				
2/2/2019 1:00	43498.04	Leonel Herrera	2.8	0.13	0.39	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
2/2/2019 2:00	43498.08	Leonel Herrera	2.8	1.76	0.87	0.08	0.09	0.085	111.11	7.27	5.67	0.67				
2/2/2019 3:00	43498.13	Leonel Herrera	2.8	2.26	0.39	0.08	0.09	0.085	111.11	7.27	5.67	0.67				
2/2/2019 4:00	43498.17	Leonel Herrera	2.8	2.19	0.87	0.08	0.14	0.11	111.11	7.27	5.67	0.67				
2/2/2019 5:00	43498.21	Leonel Herrera	2.8	2.52	0.57	0.1	0.11	0.105	111.11	7.27	5.67	0.67				
2/2/2019 6:00	43498.25	Leonel Herrera	2.8	1.93	0.49	0.07	0.19	0.13	111.11	7.27	5.67	0.67				
2/2/2019 7:00	43498.29	Giobani Perez	2.8	2.01	0.42	0.1	0.09	0.095	111.11	7.27	5.67	0.67				
2/2/2019 8:00	43498.33	Giobani Perez	2.8	3.64	0.78	0.09	0.09	0.09	111.11	7.27	5.67	0.67				
2/2/2019 9:00	43498.38	Giobani Perez	2.8	3.1	0.6	0.07	0.12	0.095	111.11	7.27	5.67	0.67	RL			
2/2/2019 10:00	43498.42	Giobani Perez	2.8	3.02	0.43	0.05	0.05	0.05	111.11	7.27	5.67	0.75				
2/2/2019 11:00	43498.46	Giobani Perez	2.8	3.27	0.89	0.08	0.09	0.085	111.11	7.27	5.67	0.74				
2/2/2019 12:00	43498.50	Giobani Perez	2.8	3.57	0.4	0.11	0.04	0.075	111.11	7.27	5.67	0.81				
2/2/2019 13:00	43498.54	Giobani Perez	2.8	3.96	0.34	0.08	0.07	0.075	111.11	7.27	5.67	0.81				
2/2/2019 14:00	43498.58	Giobani Perez	2.8	3.32	0.34	0.08	0.1	0.09	111.11	7.27	5.67	0.81				
2/2/2019 15:00	43498.63	Giobani Perez	2.8	3.91	0.35	0.07	0.05	0.06	111.11	7.27	5.67	0.81				
2/2/2019 16:00	43498.67	Giobani Perez	2.8	4.38	0.32	0.07	0.07	0.07	111.11	7.27	5.67	0.81				
2/2/2019 17:00	43498.71	Giobani Perez	2.8	3.81	0.34	0.07	0.06	0.065	111.11	7.27	5.67	0.74				
2/2/2019 18:00	43498.75	Giobani Perez	2.8	3.43	0.37	0.08	0.07	0.075	111.11	7.27	5.67	0.74				
2/2/2019 19:00	43498.79	Giobani Perez	2.8	3.58	0.33	0.05	0.04	0.045	111.11	7.27	5.67	0.74				
2/2/2019 20:00	43498.83	Giobani Perez	2.8	3.51	0.4	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
2/2/2019 21:00	43498.88	Giobani Perez	2.8	3.73	0.35	0.07	0.07	0.07	111.11	7.27	5.67	0.67				
2/2/2019 22:00	43498.92	Giobani Perez	2.8	3.42	0.3	0.07	0.05	0.06	111.11	7.27	5.67	0.67				
2/2/2019 23:00	43498.96	Giobani Perez	2.8	3.05	0.33	0.05	0.05	0.05	111.11	7.27	5.67	0.67				
2/4/2019 0:00	43500.00	Giobani Perez	2.8	2.97	0.31	0.06	0.06	0.06	111.11	7.27	5.67	0.67				
2/4/2019 1:00	43500.04	Giobani Perez	2.8	3.24	0.36	0.09	0.09	0.09	111.11	7.27	5.67	0.67				
2/4/2019 2:00	43500.08	Giobani Perez	2.8	2.49	0.3	0.08	0.07	0.075	111.11	7.27	5.67	0.67				
2/4/2019 3:00	43500.13	Giobani Perez	2.8	2.74	0.32	0.07	0.06	0.065	111.11	7.27	5.67	0.67				
2/4/2019 4:00	43500.17	Giobani Perez	2.8	2.39	0.94	0.08	0.06	0.07	111.11	7.27	5.67	0.67				
2/4/2019 5:00	43500.21	Giobani Perez	2.8	2.38	0.42	0.07	0.06	0.065	111.11	7.27	5.67	0.67				
2/4/2019 6:00	43500.25	Giobani Perez	2.8	2.13	0.5	0.06	0.09	0.075	111.11	7.27	5.67	0.7				
2/4/2019 7:00	43500.29	Sergio Torrez	2.8	2.08	0.51	0.08	0.06	0.07	111.11	7.27	5.67	0.74		RL		
2/4/2019 8:00	43500.33	Sergio Torrez	2.8	2.18	0.41	0.06	0.07	0.065	111.11	7.27	5.67	0.74				
2/4/2019 9:00	43500.38	Sergio Torrez	2.8	2	0.37	0.07	0.07	0.07	111.11	7.27	5.67	0.74				
2/4/2019 10:00	43500.42	Sergio Torrez	2.8	2	0.44	0.08	0.06	0.07	111.11	7.27	5.67	0.74				
2/4/2019 11:00	43500.46	Sergio Torrez						#DIV/0!								
2/4/2019 12:00	43500.50	Sergio Torrez	2.8	170				#DIV/0!								
1/30/2019 12:25	43495.52	Sergio Torrez	2.8	9.4	0.36	0.08	0.09	0.085	111.11	7.27	5.67	0.74				
1/30/2019 13:00	43495.54	Sergio Torrez	2.8	4.96	0.47	0.07	0.07	0.07	111.11	7.27	5.67	0.74				
1/30/2019 14:00	43495.58	Sergio Torrez	2.8	4.05	0.89	0.08	0.07	0.075	111.11	7.27	5.67	0.74				
1/30/2019 15:00	43495.63	Sergio Torrez	2.8	3.72	0.77	0.09	0.07	0.08	111.11	7.27	5.67	0.74				
1/30/2019 16:00	43495.67	Sergio Torrez	2.8	3.21	0.44	0.08	0.08	0.08	111.11	7.27	5.67	0.74				
1/30/2019 17:00	43495.71	Sergio Torrez	2.8	2.49	0.49	0.09	0.07	0.08	111.11	7.27	5.67	0.74				
1/30/2019 18:00	43495.75	Sergio Torrez	2.8	2.53	0.43	0.09	0.07	0.08	111.11	7.27	5.67	0.74	RL			
1/30/2019 19:00	43495.79	Sergio Torrez	2.8	2.68	0.48	0.09	0.06	0.075	111.11	7.27	5.67	0.74				
1/30/2019 20:00	43495.83	Sergio Torrez	2.8	2.78	0.48	0.09	0.08	0.085	111.11	7.27	5.67	0.74				
1/30/2019 21:00	43495.88	Sergio Torrez	2.8	2.56	0.37	0.09	0.06	0.075	111.11	7.27	5.67	0.74				
1/30/2019 22:00	43495.92	Sergio Torrez	2.8	2.83	0.4	0.07	0.07	0.07	111.11	7.27	5.67	0.74				
1/30/2019 23:00	43495.96	Sergio Torrez	2.8	2.91	0.39	0.08	0.07	0.075	111.11	7.27	5.67	0.74				
1/31/2019 1:00	43496.04	Sergio Torrez	2.8	2.53	0.39	0.12	0.09	0.105	111.11	7.27	5.67	0.74				
1/31/2019 2:00	43496.08	Sergio Torrez	2.8	2.54	0.4	0.07	0.05	0.06	111.11	7.27	5.67	0.74				
1/31/2019 3:00	43496.13	Sergio Torrez	2.8	3.24	0.41	0.07	0.07	0.07	111.11	7.27	5.67	0.74				
1/31/2019 4:00	43496.17	Sergio Torrez	2.8	2.79	0.42	0.07	0.08	0.075	111.11	7.27	5.67	0.74				
1/31/2019 5:00	43496.21	Sergio Torrez	2.8	2.54	0.5	0.07	0.06	0.065	111.11	7.27	5.67	0.74				
1/31/2019 6:00	43496.25	Sergio Torrez	2.8	2.53	0.47	0.08	0.06	0.07	111.11	7.27	5.67	0.74				
1/31/2019 7:00	43496.29	Leonel Herrera	2.8	2.25	0.54	0.07	0.07	0.07	111.11	7.27	5.67	1.01				
1/31/2019 8:00	43496.33	Leonel Herrera	2.8	3.05	0.45	0.07	0.06	0.065	111.11	7.27	5.67	1.01				
1/31/2019 9:00	43496.38	Leonel Herrera	2.8	2.44	0.58	0.09	0.11	0.1	111.11	7.27	5.67	1.01				
1/31/2019 10:00	43496.42	Leonel Herrera	2.8	2.1	0.6	0.08	0.09	0.085	111.11	7.27	5.67	1.01				
1/31/2019 11:00	43496.46	Leonel Herrera	2.8	2.67	0.4	0.14	0.1	0.12	111.11	7.27	5.67	1.01				
