time old	time	flow (L/s) 	raw (NTU)	sed (NTU)	filter (NTU)	1 - Purga	backwash	coag (mg/L)	Cl (mg/L)
1/22/2019 1:00	43487.04	4.8	1.54	0.23	0.01	1:00 AM		6.11	1.55
1/22/2019 5:00	43487.21	4.8	1.53	0.71	0.01	5:00 AM		6.11	1.55
1/22/2019 7:00	43487.29	4.8	1.27	0.53	0.01	7:00 AM		6.11	1.55
1/22/2019 8:00	43487.33	4.8	1.89	0.55	0.01			6.11	1.55
1/22/2019 9:00	43487.38	4.8	1.55	0.11	0.01	9:00 AM		6.11	1.55
1/22/2019 10:00	43487.42	4.8	2.69	0.01	0.01			6.11	1.55
1/22/2019 11:00	43487.46	4.9	1.41	0.01	0.01			5.98	1.52
1/22/2019 12:00	43487.50	4.9	2.33	0.08	0.01	12:00 PM		5.98	1.52
1/22/2019 14:00	43487.58	4.9	2.41	0.01	0.01			5.98	1.52
1/22/2019 15:00	43487.63	4.9	1.95	0.01	0.01	3:00 PM		5.98	1.52
1/22/2019 16:00	43487.67	4.9	1.45	0.01	0.01			5.98	1.52
1/22/2019 17:00	43487.71	4.9	1.45	0.01	0.01		5:20 PM	5.98	1.52
1/22/2019 18:00	43487.75	4.9	1.59	0.01	0.01	6:00 PM		5.98	1.52
1/22/2019 21:00	43487.88	4.9	1.21	0.01	0.01	9:00 PM		5.98	1.52
1/23/2019 3:00	43488.13	4.9	1.48	0.01	0.01			5.98	1.52
1/23/2019 6:00	43488.25	4.9	1.25	0.01	0.01	6:00 AM		5.98	1.52
1/23/2019 6:30	43488.27	4.9	1.19	0.01	0.01			5.98	1.52
1/23/2019 7:00	43488.29	4.8	1.05	0.01	0.01	7:00 AM		6.11	1.55
1/23/2019 9:00	43488.38	4.8	1.7	0.01	0.01	9:00 AM		6.11	1.55
1/23/2019 10:00	43488.42	4.8	2.59	0.01	0.01	10:00 AM		6.11	1.55
1/23/2019 12:00	43488.50	4.8	1.74	0.01	0.01	12:00 PM		6.11	1.55
1/23/2019 14:00	43488.58	4.8	1.79	0.01	0.01	2:00 PM		6.11	1.55
1/23/2019 16:00	43488.67	4.8	1.77	0.01	0.01	4:00 PM		6.11	1.55
1/23/2019 17:00	43488.71	4.8	1.6	0.03	0.01			6.11	1.55
1/23/2019 18:00	43488.75	4.8	1.4	0.01	0.01	6:00 PM		6.11	1.55
1/23/2019 20:00	43488.83	4.8	1.46	0.01	0.01	8:00 PM		3.81	1.55
1/23/2019 21:00	43488.88	4.8	1.96	0.01	0.01	9:00 PM		3.81	1.55
1/24/2019 0:00	43489.00	4.8	1.36	0.01	0.01	12:00 AM		3.81	1.55
1/24/2019 4:00	43489.17	4.8	1.43	0.01	0.01	4:00 AM		3.81	1.55
1/24/2019 6:00	43489.25	4.8	1.4	0.01	0.01	6:00 AM		3.81	1.55
1/24/2019 7:00	43489.29	4.8	1.58	0.01	0.01			3.81	1.55
1/24/2019 8:00	43489.33	4.8	1.33	0.01	0.01			4.58	1.55
1/24/2019 9:00	43489.38	4.8	1.08	0.01	0.01	9:00 AM		4.58	1.55
1/24/2019 11:00	43489.46	4.8	1.59	0.01	0.01		11:15 AM	4.58	1.55
1/24/2019 12:00	43489.50	4.9	1.41	0.04	0.01	12:00 PM		4.48	1.52
1/24/2019 14:00	43489.58	4.9	2.73	0.14	0.01			4.48	1.52
1/24/2019 15:00	43489.63	4.9	2.27	0.01	0.01			4.48	1.52
1/24/2019 17:00	43489.71	4.9	22.5	0.01	0.01	5:00 PM		4.48	1.52
1/24/2019 18:30	43489.77	4.9	5.95	0.01	0.01			7.48	1.52
1/24/2019 20:30	43489.85	4.9	6.43	0.01	0.01	8:30 PM		7.48	1.52
1/24/2019 21:00	43489.88	4.9	3.32	0.01	0.01			7.48	1.52
1/25/2019 3:00	43490.13	4.9	3.45	0.01	0.01	3:00 AM		6.73	1.52
1/25/2019 6:00	43490.25	4.9	2	0.01	0.01			5.98	1.52
1/25/2019 7:00	43490.29	4.9	2.13	0.01	0.01	7:00 AM		5.98	1.52
1/25/2019 9:00	43490.38	4.8	2.31	0.08	0.01			6.11	1.55
1/25/2019 11:00	43490.46	4.8	2.15	0.06	0.01	11:00 AM		6.11	1.55
1/25/2019 12:00	43490.50	4.8	1.86	0.01	0.01	12:00 PM		6.11	1.55
1/25/2019 14:00	43490.58	4.8	2.27	0.01	0.01	2:00 PM		6.11	1.55
1/25/2019 16:00	43490.67	4.8	2.42	0.02	0.01	4:00 PM		6.11	1.55
1/25/2019 17:00	43490.71	4.8	1.98	0.01	0.01			6.11	1.55
1/25/2019 18:00	43490.75	4.8	1.93	0.01	0.01	6:00 PM		6.11	1.55
1/25/2019 20:00	43490.83	4.8	2.16	0.01	0.01	8:00 PM		6.11	1.55
1/25/2019 21:00	43490.88	4.8	1.82	0.01	0.01	9:00 PM		6.11	1.55
1/26/2019 1:00	43491.04	4.8	1.52	0.01	0.01	1:00 AM		6.11	1.55
1/26/2019 5:00	43491.21	4.8	1.55	0.01	0.01	5:00 AM	5:20 AM	6.11	1.55
1/26/2019 6:00	43491.25	4.9	1.88	0.01	0.01			5.98	1.52
1/26/2019 7:00	43491.29	4.8	1.55	0.01	0.01	7:00 AM		6.11	1.55
1/26/2019 8:00	43491.33	4.8	2.12	0.01	0.01			5.34	1.55
1/26/2019 9:00	43491.38	4.8	3.05	0.01	0.01	9:00 AM		5.34	1.55
1/26/2019 10:00	43491.42	4.8	1.78	0.01	0.01			5.34	1.55
1/26/2019 12:00	43491.50	4.8	1.76	0.01	0.01	12:00 PM		5.34	1.55
1/26/2019 14:00	43491.58	4.8	1.84	0.01	0.01			5.34	1.55
1/26/2019 16:00	43491.67	4.9	1.55	0.01	0.01	4:00 PM		5.23	1.52
1/26/2019 17:00	43491.71	4.9	1.89	0.01	0.01			5.23	1.52
1/26/2019 18:00	43491.75	4.9	1.81	0.01	0.01	6:00 PM		5.23	1.52
1/26/2019 20:00	43491.83	4.9	2.34	0.01	0.01			5.23	1.52
1/26/2019 21:00	43491.88	3	1.84	0.01	0.01	9:00 PM		6.11	1.5
1/27/2019 4:00	43492.17	3	1.88	0.01	0.01	4:00 AM		6.11	1.5
1/27/2019 6:00	43492.25	3	1.75	0.01	0.01			6.11	1.5
1/27/2019 7:00	43492.29	4.9	1.73	0.01	0.01	7:00 AM		5.23	1.52
1/27/2019 9:00	43492.38	4.9	1.88	0.28	0.01	9:00 AM		5.23	1.55
1/27/2019 11:00	43492.46	4.8	1.93	0.2	0.01	11:00 AM		6.11	1.55
1/27/2019 12:00	43492.50	4.8	1.88	0.28	0.01			6.11	1.55
1/27/2019 14:00	43492.58	4.8	2.17	0.08	0.01	2:00 PM		6.11	1.55
1/27/2019 16:00	43492.67	4.8	1.91	0.01	0.01	4:00 PM		6.11	1.55
1/27/2019 17:00	43492.71	4.6	1.72	0.01	0.01			6.37	1.61
1/27/2019 18:00	43492.75	4.6	2.06	0.01	0.01	6:00 PM		6.37	1.61
1/27/2019 21:00	43492.88	4.8	1.69	0.01	0.01	9:00 PM	9:00 PM	6.11	1.55
1/28/2019 1:00	43493.04	4.8	1.74	0.01	0.01	1:00 AM		6.11	1.55
1/28/2019 5:00	43493.21	4.8	1.63	0.01	0.01	5:00 AM		6.11	1.55
1/28/2019 6:00	43493.25	4.8	1.98	0.01	0.01			6.11	1.55
1/28/2019 7:00	43493.29	4.8	1.82	0.02	0.01	7:00 AM		6.11	1.55
1/28/2019 8:00	43493.33	4.8	2.01	0.01	0.01			6.11	1.55
1/28/2019 9:00	43493.38	4.8	1.57	0.01	0.01			6.11	1.55
1/28/2019 10:00	43493.42	4.8	1.58	0.01	0.01	10:00 AM		6.11	1.55
1/28/2019 11:00	43493.46	4.8	1.27	0.01	0.01			6.11	1.55
1/28/2019 12:00	43493.50	4.8	1.78	0.04	0.01	12:00 PM		6.11	1.55
1/28/2019 14:00	43493.58	4.8	1.96	0.01	0.01			6.11	1.55
1/28/2019 16:00	43493.67	4.8	2.25	0.01	0.01	4:00 PM		6.11	1.55
1/28/2019 17:30	43493.73	4.8	1.91	0.01	0.01			6.11	1.55
1/28/2019 18:00	43493.75	4.8	1.54	0.01	0.01	6:00 PM		6.11	1.55
1/28/2019 20:00	43493.83	4.8	1.75	0.01	0.01			6.11	1.55
1/28/2019 21:00	43493.88	3	1.72	0.01	0.01	9:00 PM		6.11	1.5
1/29/2019 4:00	43494.17	3	1.55	0.01	0.01	4:00 AM		6.11	1.5
1/29/2019 6:00	43494.25	3	1.99	0.27	0.01			6.11	1.5
1/29/2019 7:00	43494.29	3	1.54	0.01	0.01	7:00 AM		6.11	1.5
1/29/2019 9:00	43494.38	4.8	1.81	0.01	0.01	9:00 AM		6.11	1.55
1/29/2019 10:00	43494.42	4.8	1.63	0.01	0.01			6.11	1.55
1/29/2019 11:00	43494.46	4.8	1.72	0.01	0.01	11:00 AM		6.11	1.55
1/29/2019 12:00	43494.50	4.8	1.7	0.01	0.01			6.11	1.55
1/29/2019 14:00	43494.58	4.8	1.58	0.01	0.01	2:00 PM		6.11	1.55
1/29/2019 16:00	43494.67	4.8	1.58	0.01	0.01	4:00 PM	4:05 PM	6.11	1.55
1/29/2019 17:00	43494.71	4.5	1.66	0.03	0.01			6.11	1.55
1/29/2019 18:00	43494.75	4.5	1.55	0.01	0.01	6:00 PM		6.11	1.55
1/29/2019 20:00	43494.83	4.8	1.99	0.02	0.01	8:00 PM		6.11	1.55
1/29/2019 21:00	43494.88	4.8	1.9	0.01	0.01			6.11	1.55
1/30/2019 1:00	43495.04	4.8	2.5	0.03	0.01	1:00 AM		6.11	1.55
1/30/2019 5:00	43495.21	4.8	1.52	0.01	0.01	5:00 AM		6.11	1.55
1/30/2019 6:00	43495.25	4.8	1.75	0.01	0.01			6.11	1.55
1/30/2019 7:00	43495.29	4.8	1.66	0.01	0.01	7:00 AM		6.11	1.55
1/30/2019 8:00	43495.33	4.8	1.73	0.01	0.01			6.11	1.55
1/30/2019 10:00	43495.42	4.8	1.79	0.15	0.01			6.11	1.55
1/30/2019 11:00	43495.46	4.8	1.81	0.01	0.01	11:00 AM		6.11	1.55
1/30/2019 12:00	43495.50	4.8	1.41	0.06	0.01			6.11	1.55
1/30/2019 14:00	43495.58	4.8	1.71	0.01	0.01	2:00 PM		6.11	1.55
1/30/2019 15:15	43495.64	4.8	1.45	0.01	0.01			6.11	1.55
1/30/2019 16:00	43495.67	4.8	1.66	0.01	0.01	4:00 PM		6.11	1.55
1/30/2019 17:00	43495.71	4.8	1.97	0.01	0.01			6.11	1.55
1/30/2019 18:00	43495.75	4.8	1.43	0.11	0.01	6:00 PM		6.11	1.55
1/30/2019 20:00	43495.83	4.8	1.81	0.01	0.01			6.11	1.55
1/30/2019 22:00	43495.92	3	1.54	0.01	0.01	10:00 PM		6.11	1.5
1/31/2019 4:00	43496.17	3	1.93	0.01	0.01	4:00 AM		6.11	1.5
1/31/2019 6:00	43496.25	3	1.66	0.01	0.01			6.11	1.5
1/31/2019 7:00	43496.29	4.8	1.54	0.01	0.01	7:00 AM		6.11	1.55
1/31/2019 8:00	43496.33	4.8	1.57	0.01	0.01			6.11	1.55
1/31/2019 10:00	43496.42	4.8	1.59	0.01	0.01	10:00 AM		6.11	1.55
1/31/2019 11:00	43496.46	4.8	1.58	0.01	0.01			6.11	1.55
1/31/2019 12:00	43496.50	4.8	1.68	0.01	0.01	12:00 PM		6.11	1.55
1/31/2019 14:00	43496.58	4.8	1.93	0.01	0.01	2:00 PM	2:10 PM	6.11	1.55
1/31/2019 15:00	43496.63	4.8	1.91	0.01	0.01			6.11	1.55
1/31/2019 16:00	43496.67	4.8	1.68	0.01	0.01	4:00 PM		6.11	1.55
1/31/2019 17:30	43496.73	4.8	1.46	0.01	0.01	5:30 PM		6.11	1.55
1/31/2019 20:00	43496.83	4.9	1.48	0.01	0.01	8:00 PM		5.98	1.52
1/31/2019 21:00	43496.88	4.9	1.61	0.01	0.01			5.98	1.52
2/1/2019 1:00	43497.04	4.9	1.38	0.01	0.01	1:00 AM		5.98	1.52
2/1/2019 5:00	43497.21	3	1.82	0.01	0.01	5:00 AM		6.11	1.5
2/1/2019 6:00	43497.25	3	1.19	0.01	0.01			6.11	1.5
2/1/2019 7:00	43497.29	3	1.45	0.01	0.01	7:00 AM		6.11	1.5
2/1/2019 8:00	43497.33	4.9	1.9	0.01	0.01			5.98	1.52
2/1/2019 9:00	43497.38	4.9	1.21	0.01	0.01			5.98	1.52
2/1/2019 11:00	43497.46	4.9	1.55	0.01	0.01	11:00 AM		5.98	1.52
2/1/2019 12:00	43497.50	4.9	1.92	0.01	0.01			5.98	1.52
2/1/2019 14:00	43497.58	4.9	1.96	0.01	0.01	2:00 PM		5.98	1.52
2/1/2019 17:00	43497.71	4.9	2.56	0.01	0.01	5:00 PM		7.48	1.52
2/1/2019 18:00	43497.75	4.9	2.16	0.01	0.01			7.48	1.52
2/1/2019 19:40	43497.82	4.9	4.07	0.01	0.01	7:40 PM		7.48	1.52
2/1/2019 20:20	43497.85	3	2.28	0.01	0.01			8.55	1.5
2/1/2019 21:00	43497.88	3	2.3	0.01	0.01	9:00 PM		8.55	1.5
2/2/2019 4:00	43498.17	3	1.75	0.01	0.01	4:00 AM		8.55	1.5
2/2/2019 6:00	43498.25	3	1.7	0.01	0.01			8.55	1.5
2/2/2019 7:00	43498.29	3	1.72	0.01	0.01	7:00 AM		5.34	1.55
2/2/2019 8:00	43498.33	4.8	2.12	0.1	0.01			6.11	1.55
2/2/2019 9:00	43498.38	4.8	1.75	0.68	0.01	9:00 AM		6.11	1.55
2/2/2019 11:00	43498.46	4.8	1.96	0.47	0.01	11:00 AM	11:10 AM	6.11	1.55
2/2/2019 12:00	43498.50	4.8	1.77	0.27	0.01	12:00 PM		6.11	1.55
2/2/2019 14:00	43498.58	4.8	1.97	0.92	0.01	2:00 PM		6.11	1.55
2/2/2019 15:00	43498.63	4.8	1.82	0.43	0.01			6.11	1.55
2/2/2019 16:00	43498.67	4.8	1.87	0.52	0.01	4:00 PM		6.11	1.55
2/2/2019 17:00	43498.71	4.8	1.97	0.24	0.01			6.11	1.55
2/2/2019 18:00	43498.75	4.8	1.98	0.31	0.01	6:00 PM		6.11	1.55
2/2/2019 20:00	43498.83	4.8	1.77	0.33	0.01	8:00 PM		6.11	1.55
2/2/2019 21:00	43498.88	4.8	1.54	0.01	0.01			6.11	1.55
2/3/2019 1:00	43499.04	4.8	1.58	0.38	0.01	1:00 AM		6.11	1.55
2/3/2019 5:00	43499.21	4.9	1.75	0.26	0.01	5:00 AM		5.98	1.52
2/3/2019 6:00	43499.25	4.8	1.39	0.01	0.01			6.11	1.55
2/3/2019 7:00	43499.29	4.8	1.88	0.02	0.01	7:00 AM		6.11	1.55
2/3/2019 8:00	43499.33	4.9	1.52	0.01	0.01			7.48	1.52
2/3/2019 10:00	43499.42	4.9	1.9	0.01	0.01	10:00 AM		7.48	1.52
2/3/2019 11:00	43499.46	4.9	1.57	0.01	0.01			7.48	1.52
2/3/2019 12:00	43499.50	4.9	1.62	0.01	0.01	12:00 PM		7.48	1.52
2/3/2019 14:00	43499.58	4.9	2.03	0.01	0.01			7.48	1.52
2/3/2019 15:00	43499.63	4.9	1.95	0.01	0.01	3:00 PM		7.48	1.52
2/3/2019 16:00	43499.67	4.9	1.73	0.01	0.01			7.48	1.52
2/3/2019 17:20	43499.72	4.8	1.91	0.01	0.01		5:30 PM	7.63	1.55
2/3/2019 18:00	43499.75	4.8	1.94	0.01	0.01	6:00 PM		7.63	1.55
2/3/2019 20:00	43499.83	4.8	1.82	0.01	0.01			7.63	1.55
2/3/2019 21:00	43499.88	4.8	1.65	0.01	0.01	9:00 PM		7.63	1.55
2/4/2019 3:00	43500.13	4.9	2.29	0.01	0.01	3:00 AM		7.48	1.52
2/4/2019 6:00	43500.25	4.9	1.86	0.01	0.01			7.48	1.52
2/4/2019 7:00	43500.29	4.9	1.69	0.01	0.01	7:00 AM		7.48	1.52
2/4/2019 8:00	43500.33	4.6	1.49	0.01	0.01			7.97	1.61
2/4/2019 9:00	43500.38	4.6	1.93	0.01	0.01	9:00 AM		7.97	1.61
2/4/2019 10:00	43500.42	4.6	1.59	0.01	0.01			7.97	1.61
2/4/2019 11:00	43500.46	4.8	1.46	0.01	0.01	11:00 AM		7.63	1.55
2/4/2019 12:00	43500.50	4.8	1.91	0.01	0.01			7.63	1.55
2/4/2019 14:00	43500.58	4.8	1.87	0.01	0.01	2:00 PM		7.63	1.55
2/4/2019 16:00	43500.67	4.8	1.76	0.01	0.01	4:00 PM		7.63	1.55
2/4/2019 17:00	43500.71	4.8	1.92	0.01	0.01			7.63	1.55
2/4/2019 18:00	43500.75	4.8	1.86	0.01	0.01	6:00 PM		7.63	1.55
2/4/2019 20:00	43500.83	4.8	1.62	0.01	0.01	8:00 PM		7.63	1.55
2/4/2019 21:00	43500.88	4.8	1.44	0.01	0.01			7.63	1.55
2/5/2019 1:00	43501.04	4.8	1.58	0.01	0.01	1:00 AM		7.63	1.55
2/5/2019 5:00	43501.21	3	1.93	0.01	0.01	5:00 AM		7.63	1.55
2/5/2019 6:00	43501.25	3	1.43	0.01	0.01			12.22	1.5
2/5/2019 7:00	43501.29	3	1.64	0.06	0.01	7:00 AM		12.22	1.5
2/5/2019 8:00	43501.33	3	1.68	0.01	0.01			8.55	1.5
2/5/2019 9:00	43501.38	4.8	1.47	0.01	0.01	9:00 AM		7.63	1.55
2/5/2019 10:00	43501.42	4.8	1.79	0.01	0.01			7.63	1.55
2/5/2019 12:00	43501.50	4.8	1.84	0.01	0.01	12:00 PM		7.63	1.55
2/5/2019 14:00	43501.58	4.8	1.78	0.06	0.01			7.63	1.55
2/5/2019 15:00	43501.63	4.8	1.91	0.01	0.01	3:00 PM	3:20 PM	7.63	1.55
2/5/2019 16:00	43501.67	4.8	1.57	0.01	0.01			7.63	1.55
2/5/2019 18:00	43501.75	4.8	2.05	0.01	0.01	6:00 PM		7.63	1.55
2/5/2019 20:00	43501.83	4.8	1.54	0.01	0.01			7.63	1.55
2/5/2019 21:00	43501.88	4.8	1.82	0.01	0.01	9:00 PM		7.63	1.55
2/6/2019 3:00	43502.13	4.8	2.47	0.01	0.01	3:00 AM		8.55	1.5
2/6/2019 6:00	43502.25	3	1.99	0.01	0.01			8.55	1.5
2/6/2019 7:00	43502.29	3	1.96	0.03	0.01	7:00 AM		7.63	1.55
2/6/2019 8:00	43502.33	4.8	1.55	0.01	0.01			7.63	1.55
2/6/2019 10:00	43502.42	4.8	1.68	0.01	0.01	10:00 AM		7.63	1.55
2/6/2019 11:00	43502.46	4.8	3.23	0.31	0.01			7.63	1.55
2/6/2019 12:00	43502.50	4.8	2.22	0.01	0.01	12:00 PM		7.63	1.55
2/6/2019 14:00	43502.58	4.8	1.52	0.01	0.01	2:00 PM		7.63	1.55
2/6/2019 15:00	43502.63	4.8	1.81	0.01	0.01			6.11	1.55
2/6/2019 16:00	43502.67	4.8	1.93	0.01	0.01	4:00 PM		6.11	1.55
2/6/2019 18:00	43502.75	4.9	1.79	0.01	0.01	6:00 PM		5.98	1.52
2/6/2019 20:00	43502.83	4.9	1.37	0.01	0.01	8:00 PM		5.98	1.52
2/6/2019 21:00	43502.88	4.9	1.86	0.01	0.01			5.98	1.52
2/7/2019 0:00	43503.00	4.9	1.8	0.01	0.01	12:00 AM		5.98	1.52
2/7/2019 4:00	43503.17	3	1.68	0.01	0.01	4:00 AM		8.55	1.5
2/7/2019 6:00	43503.25	3	2.02	0.01	0.01	6:00 AM		6.11	1.5
2/7/2019 7:00	43503.29	3	1.55	0.01	0.01			6.11	1.5
2/7/2019 8:00	43503.33	4.8	1.63	0.01	0.01			8.55	1.5
2/7/2019 9:00	43503.38	4.8	1.7	0.01	0.01	9:00 AM		6.11	1.5
2/7/2019 10:00	43503.42	4.8	1.4	0.01	0.01			6.11	1.5
2/7/2019 11:00	43503.46	4.8	1.57	0.01	0.01		11:20 AM	6.11	1.55
2/7/2019 12:00	43503.50	4.8	1.73	0.01	0.01	12:00 PM		6.11	1.55
2/7/2019 14:00	43503.58	4.8	2.65	0.01	0.01			6.11	1.55
2/7/2019 16:00	43503.67	4.8	3.89	0.01	0.01	4:00 PM		6.11	1.55
2/7/2019 17:00	43503.71	4.8	2.06	0.01	0.01			6.11	1.55
2/7/2019 18:00	43503.75	4.9	2.26	0.02	0.01	6:00 PM		5.98	1.52
2/7/2019 20:00	43503.83	4.9	2.44	0.01	0.01			5.98	1.52
2/7/2019 21:00	43503.88	3	2.15	0.01	0.01	9:00 PM		6.11	1.5
2/8/2019 4:00	43504.17	3	2.31	0.01	0.01	4:00 AM		6.11	1.5
2/8/2019 6:00	43504.25	3	2.39	0.01	0.01			6.11	1.5
2/8/2019 7:00	43504.29	4.8	1.52	0.01	0.01	7:00 AM		6.11	1.5
2/8/2019 8:00	43504.33	4.8	1.66	0.01	0.01			6.11	1.55
2/8/2019 9:00	43504.38	4.8	1.88	0.01	0.01	9:00 AM		6.11	1.55
2/8/2019 11:00	43504.46	4.8	1.81	0.03	0.01	11:00 AM		6.11	1.55
2/8/2019 12:00	43504.50	4.8	2	0.01	0.01			6.11	1.55
2/8/2019 14:00	43504.58	4.8	2.32	0.01	0.01	2:00 PM		6.11	1.55
2/8/2019 15:00	43504.63	4.8	1.69	0.01	0.01			6.11	1.55
2/8/2019 16:00	43504.67	4.8	1.61	0.01	0.01	4:00 PM		6.11	1.55
2/8/2019 17:00	43504.71	4.8	1.5	0.01	0.01			6.11	1.55
2/8/2019 18:00	43504.75	4.8	1.57	0.01	0.01	6:00 PM		6.11	1.55
2/8/2019 20:00	43504.83	4.8	1.61	0.01	0.01	8:00 PM		6.11	1.55
2/8/2019 21:00	43504.88	4.8	1.48	0.01	0.01	9:00 PM		6.11	1.55
2/9/2019 0:00	43505.00	4.8	1.93	0.01	0.01	12:00 AM		6.11	1.55
2/9/2019 5:00	43505.21	4.8	1.73	0.01	0.01	5:00 AM		6.11	1.55
2/9/2019 6:00	43505.25	4.8	1.71	0.01	0.01			6.11	1.55
2/9/2019 7:00	43505.29	4.8	1.59	0.01	0.01	7:00 AM		6.11	1.55
2/9/2019 8:00	43505.33	4.8	2.03	0.01	0.01		8:10 AM	6.11	1.55
2/9/2019 9:00	43505.38	4.8	4.28	0.01	0.01	9:00 AM		6.11	1.55
2/9/2019 10:00	43505.42	4.8	3.11	0.01	0.01			6.11	1.55
2/9/2019 11:00	43505.46	4.8	2.22	0.01	0.01			6.11	1.55
2/9/2019 12:00	43505.50	4.8	2.08	0.01	0.01	12:00 PM		6.11	1.55
2/9/2019 14:00	43505.58	4.8	2.02	0.01	0.01			6.11	1.55
2/9/2019 15:30	43505.65	4.8	2.09	0.01	0.01	3:30 PM		6.11	1.55
2/9/2019 17:00	43505.71	4.8	1.75	0.01	0.01			6.11	1.55
2/9/2019 18:00	43505.75	4.8	1.88	0.01	0.01	6:00 PM		6.11	1.55
2/9/2019 20:00	43505.83	4.8	1.91	0.01	0.01			6.11	1.55
2/9/2019 21:00	43505.88	4.8	2.47	0.01	0.01	9:00 PM		6.11	1.55
2/10/2019 4:00	43506.17	3	1.48	0.01	0.01	4:00 AM		6.11	1.5
2/10/2019 6:00	43506.25	3	1.46	0.01	0.01			6.11	1.5
2/10/2019 7:00	43506.29	4.8	1.99	0.01	0.01	7:00 AM		6.11	1.5
2/10/2019 8:00	43506.33	4.8	1.58	0.01	0.01			6.11	1.55
2/10/2019 10:00	43506.42	4.8	1.96	0.01	0.01	10:00 AM		6.11	1.55
2/10/2019 11:00	43506.46	4.8	1.85	0.01	0.01			6.11	1.55
2/10/2019 12:00	43506.50	4.8	2.05	0.01	0.01	12:00 PM		6.11	1.55
2/10/2019 14:00	43506.58	4.8	1.86	0.01	0.01	2:00 PM		6.11	1.55
2/10/2019 15:00	43506.63	4.8	1.88	0.01	0.01			6.51	1.65
2/10/2019 16:00	43506.67	4.8	2.04	0.01	0.01	4:00 PM		6.11	1.55
2/10/2019 17:00	43506.71	4.8	1.7	0.01	0.01			6.11	1.55
2/10/2019 20:00	43506.83	4.8	1.93	0.01	0.01	8:00 PM		6.11	1.55
2/10/2019 21:00	43506.88	4.8	1.54	0.01	0.01			6.11	1.55
2/11/2019 0:00	43507.00	4.8	1.9	0.01	0.01	12:00 AM		6.11	1.55
2/11/2019 5:00	43507.21	4.8	1.75	0.01	0.01	5:00 AM		6.11	1.55
2/11/2019 6:00	43507.25	4.8	1.54	0.01	0.01			6.11	1.55
2/11/2019 7:30	43507.31	4.8	1.94	0.01	0.01		7:40 AM	6.11	1.55
2/11/2019 9:00	43507.38	4.8	2.83	0.01	0.01	9:00 AM		6.11	1.55
2/11/2019 10:00	43507.42	4.8	4.97	0.01	0.01			6.11	1.55
2/11/2019 11:00	43507.46	4.6	4.9	0.01	0.01			6.37	1.61
2/11/2019 12:00	43507.50	4.6	4.02	0.01	0.01	12:00 PM		6.37	1.61
2/11/2019 14:00	43507.58	4.6	3.35	0.01	0.01			6.37	1.61
2/11/2019 15:00	43507.63	4.6	5.92	0.01	0.01	3:00 PM		6.37	1.61
2/11/2019 16:00	43507.67	4.5	3.42	0.01	0.01			6.51	1.65
2/11/2019 17:00	43507.71	4	8.66	0.01	0.01	5:00 PM		7.33	1.59
2/11/2019 20:00	43507.83	4.9	8.13	0.01	0.01	8:00 PM		5.98	1.52
2/11/2019 21:00	43507.88	4.9	16.8	0.01	0.01			7.48	1.52
2/11/2019 22:00	43507.92	4.9	6.74	0.01	0.01	10:00 PM		7.48	1.52
2/12/2019 4:00	43508.17	4.9	2.31	0.01	0.01	4:00 AM		7.48	1.52
2/12/2019 6:00	43508.25	4.9	3.93	0.01	0.01	6:00 AM		7.48	1.52
2/12/2019 7:00	43508.29	4.9	2.09	0.01	0.01			7.48	1.52
2/12/2019 8:00	43508.33	4.6	2.14	0.01	0.01			7.97	1.61
2/12/2019 9:00	43508.38	4.6	1.48	0.01	0.01	9:00 AM		7.97	1.61
2/12/2019 11:00	43508.46	4.8	2.06	0.01	0.01	11:00 AM		7.63	1.55
2/12/2019 12:00	43508.50	4.8	1.81	0.01	0.01			7.63	1.55
2/12/2019 14:00	43508.58	4.8	2	0.01	0.01	2:00 PM		7.63	1.55
2/12/2019 15:00	43508.63	4.5	1.96	0.01	0.01			8.14	1.65
2/12/2019 16:00	43508.67	4.5	2.02	0.01	0.01	4:00 PM		8.14	1.65
2/12/2019 18:00	43508.75	4.5	1.91	0.01	0.01	6:00 PM		8.14	1.65
2/12/2019 20:00	43508.83	4.8	1.89	0.01	0.01	8:00 PM		7.63	1.55
2/12/2019 21:00	43508.88	4.8	1.69	0.01	0.01			7.63	1.55
2/13/2019 1:00	43509.04	4.8	235	0.01	0.01	1:00 AM		7.63	1.55
2/13/2019 5:00	43509.21	4.8	187	0.01	0.01	5:00 AM		7.63	1.55
2/13/2019 6:00	43509.25	4.8	1.42	0.01	0.01			7.63	1.55
2/13/2019 7:00	43509.29	4.6	2.1	0.01	0.01	7:00 AM		7.97	1.61
2/13/2019 8:00	43509.33	4.8	1.91	0.01	0.01		8:20 AM	7.63	1.55
2/13/2019 9:00	43509.38	4.8	1.75	0.01	0.01			7.63	1.55
2/13/2019 10:00	43509.42	4.8	2.07	0.01	0.01	10:00 AM		7.63	1.55
2/13/2019 11:00	43509.46	4.9	1.84	0.01	0.01			7.48	1.52
2/13/2019 12:00	43509.50	4.9	2.28	0.01	0.01	12:00 PM		7.48	1.52
2/13/2019 14:00	43509.58	4.9	1.8	0.01	0.01			7.48	1.52
2/13/2019 15:00	43509.63	4.8	1.93	0.01	0.01	3:00 PM		7.63	1.55
2/13/2019 17:00	43509.71	4.8	1.63	0.01	0.01			7.63	1.55
